ID	LABEL	TEXT
320	0	consult scriptures about planes
321	0	x natives
322	0	give jewels to guard
323	0	get wig
324	0	buy peanuts
325	0	examine statues
326	0	put beam under lintel
327	0	open box then get cube
328	0	pull knob
329	0	give corn to bird
330	0	hang bucket on third peg
331	0	get epic poem
332	0	put c battery in drill
333	0	x drain
334	0	take chest
335	0	kiss frog
336	0	touch panel
337	0	drop photo
338	0	examine sheets
339	0	open safe
340	0	take rune
341	0	show hand to urchin
342	0	drop aqua vial
343	0	push green
344	0	put pebble on second disk
345	0	get crampons
346	0	get key
347	0	heat blue paper over candles
348	0	get yellow card
349	0	take vial
350	0	open window with wrench
351	0	turn ring to fifth symbol
352	0	put jar in knapsack
353	0	drop boots
354	0	close breaker
355	0	drop newspaper
356	0	read matchbook
357	0	get firework
358	0	touch red
359	0	take crunchy cereal
360	0	take lump
361	2	tell floyd to go north
362	0	x technician
363	0	wake gnome
364	0	eat red goo
365	0	read subway
366	0	put garlic in cauldron
367	0	take garlic
368	0	gnusto shiny scroll
369	0	stand in short line
370	0	wear jacket
371	0	take pole
372	2	ask wiggins to steal keys
373	0	read letter
374	0	get satchel
375	0	away
376	0	put it on hand
377	0	put balloon on pentagon
378	0	open front door
379	0	sit on chair
380	0	x sign
381	0	give cola to guard
382	0	ask bum about crypt
383	0	take safe
384	0	ask her about rare books
385	0	put cloth in water
386	0	turn dial right 3
387	0	get match
388	0	put silver in slot
389	0	get buoy
390	0	x shadow
391	0	rezrov box
392	0	examine children
393	0	put all in zipper
394	2	amy, leave
395	0	close drawer
396	0	plugh
397	0	give garnet to akbar
398	0	set dial to 948
399	0	ask gnome about mother
400	0	put all except book in zipper
401	0	cut clingfilm with knife
402	0	open compartment
403	0	open toolkit
404	0	pull quartz
405	0	wear razor
406	0	get etching
407	0	blorple 7
408	0	touch calibration
409	0	unlock icebox with square key
410	0	put sprig in cauldron
411	0	take match
412	0	drop coconut
413	0	untie chain
414	0	search stand
415	0	examine book
416	0	wave spindle
417	0	drop spoon
418	0	get mirror 1
419	0	buy telescope
420	0	examine toaster
421	2	rimshaw, hypnotise me
422	0	take volcano
423	0	x dent
424	0	get acorns
425	0	turn newel
426	0	note sink
427	0	get bracelet
428	0	strike returning
429	0	put ladder across rift
430	0	examine shiny scroll
431	0	drop key and brush
432	0	x slabs
433	0	climb rope
434	0	examine plant pots
435	0	put packet in pan
436	0	press black
437	0	fill bottle
438	0	pour liquid on body
439	0	read of unseen terror
440	0	show violet to trent
441	0	set thermostat to warm
442	0	take balsa beam
443	0	put lens in spotlight
444	0	take crumpled scroll
445	0	x thug
446	0	put blue in glasses
447	0	heat yellow paper over candles
448	0	write chasm on featureless cube
449	0	take emerald
450	0	get watch
451	0	x metal thing
452	0	press med
453	0	take leaf
454	0	look up squirrel in leshosh
455	0	get trowel
456	0	take burin from zipper
457	0	join golden rod to green rod
458	0	push button 3
459	0	get fire
460	0	get chest
461	0	play flute
462	0	take x10
463	0	examine enclosure
464	0	get up
465	0	get dumbells
466	0	x column
467	0	read dusty scroll
468	0	surf the net
469	0	put smoke rod in pot
470	0	get pouch
471	0	move carpet
472	0	unlock cage
473	0	x project status stud
474	0	smash cabinet
475	0	touch mist
476	0	put steel key on keyring
477	0	pull railing
478	0	put it in hat
479	0	examine pedestal
480	0	drop coin
481	0	get apple
482	0	get pillow
483	0	offer 300
484	0	no
485	0	open case
486	0	examine bandage
487	0	x prep table
488	0	read scroll
489	0	write 8 on cube
490	0	ask george about beetlebaum
491	0	take clock
492	0	cuss
493	0	get relay
494	0	lie down in front of bulldozer
495	0	give paper to girl
496	0	examine notice
497	0	put invite in copier
498	0	unlock cabinet with shiny key
499	0	drop decaf
500	0	ask allarah about white
501	0	get bearskin rug
502	0	talk to stephanie
503	0	x tower
504	0	lean ladder against fence
505	0	play tape
506	0	get scroll
507	0	get milkbottle
508	0	touch powerup stud
509	0	taste it
510	0	put gram in basket
511	0	drop mask
512	0	answer "a well"
513	0	light lantern
514	0	drop ticket
515	0	read spreadsheet
516	0	open receptacle
517	0	x kettle
518	0	get daisy
519	0	take rice
520	0	wind watch
521	0	unlock toolshed with small key
522	0	set center dial to 3
523	2	tell pigeon to get ruby
524	0	spells
525	0	take silver
526	0	rock, s
527	0	read waxy scroll
528	0	x contraption
529	0	point at coconut
530	0	blorple 2
531	0	drop fifth brick
532	2	mouse, west
533	0	insert red card in slot
534	0	drop carton
535	0	vaxum adventurer
536	0	light torch with newspaper
537	0	put patch on pipe
538	0	put long steel key on keyring
539	0	unlock filing cabinet with key
540	0	push play
541	0	get pendant
542	0	drop fork
543	0	drop small key
544	0	light candle with match
545	0	drop pan
546	0	join golden rod to brown rod
547	0	unlock chain with key
548	0	take keys
549	0	get dragon and paper
550	0	ask k9 about cybermen
551	0	turn handle
552	0	get beef
553	0	get magic porridge pot
554	0	x pedestal
555	0	get piece of paper and business card
556	0	unlock compartment
557	0	put grenade in cupboard
558	0	put red sphere in ruby stand
559	0	take all but pram
560	0	gnusto cleesh spell
561	0	take kitten
562	0	take headphones
563	0	get boots
564	0	drop ring
565	0	take sapphire
566	0	pray to kraxis
567	0	get mask
568	0	put it in projector
569	0	put match in raincoat
570	0	stand on bench
571	0	get blueprint
572	0	rent compressor
573	0	examine drill
574	0	put bar in case
575	0	clean lump
576	0	cock crossbow
577	0	put magnet on mine
578	0	put tree on square
579	0	read notes
580	0	get amber
581	0	read torn square
582	0	x block
583	0	x librarian
584	0	unlock grate with keys
585	0	put it in cannon
586	0	frotz candle
587	0	x rods
588	0	examine garlic
589	0	get pole
590	0	get pliers
591	0	get x3, x4, x5, x6
592	0	examine mousetrap
593	0	push autopilot button
594	0	drink tea
595	0	ask skier about scroll
596	0	throw silver at white
597	0	say carte
598	0	tear cloth
599	0	hammer scraps
600	0	look at ron
601	0	get red, blue and green cake
602	0	examine spade
603	0	put golden chalice on left disc
604	0	x camera
605	0	get string
606	0	get puzzle box and flute
607	0	get net
608	0	gnusto feeyuk
609	0	read flimsy scroll
610	0	get trident
611	0	look at little window
612	0	x chair
613	0	feed apple to horse
614	0	put bronze on left
615	0	say to twin "the combination is 639"
616	0	x frank
617	0	egdelp golem
618	0	open filing cabinet
619	0	throw stick at herman
620	0	unscrew gnomon
621	0	take gores
622	0	push button
623	0	hit dog
624	0	put gold coin on right
625	0	examine slot
626	0	put strength in right socket
627	0	examine lights
628	0	prick dummy
629	0	ask bly about monster
630	0	throw rope into chute
631	0	jindak
632	0	drop it and kit
633	0	press emergency button
634	0	oil secateurs
635	0	push can against wall
636	0	press channel
637	0	x painting
638	0	x light
639	0	take cola
640	0	drop bar
641	0	put star on pack
642	0	turn on slide projector
643	0	drop coins
644	0	turn ring to third symbol
645	0	get treatise
646	0	drop axe
647	0	get out of boat
648	0	x crossbow
649	0	x control
650	0	launch
651	0	get out of pentagram
652	0	put mail on satchel
653	0	learn foblub
654	0	drop buoy
655	0	x rags
656	0	drop letter
657	0	city
658	0	hold breath
659	0	mix cauldron with spoon
660	0	give tablets to trent
661	0	get stone
662	0	get slip of paper
663	0	draw line from f to p
664	0	aim bazooka at pod
665	0	put embers in coat
666	0	take off veil
667	0	drink wine
668	0	touch waterfall
669	0	turn ring to sixth symbol
670	0	get coal
671	0	slide kitchen card through slot
672	0	drop thing
673	0	give brain to timelord
674	0	look up partaim in fresto
675	0	give mirror 1 to michael
676	0	read sticker
677	0	open crypt
678	0	extend ladder
679	0	examine compressor
680	0	give pork chops to wolf
681	0	ask delbin about minirva
682	0	push coffin s
683	0	x opener
684	0	get painting
685	0	read faded scroll
686	0	push bell
687	0	get sphere
688	0	give garter to papa
689	0	get miniaturization card
690	0	put it in opening
691	0	drop popcorn
692	0	say rat to picasso
693	0	get all from drawer
694	0	gnusto malyon spell
695	0	put gum on ass
696	0	put cube in cauldron
697	0	get pumpkin
698	0	take foot
699	0	wake implementor
700	0	push golden machine south
701	0	x bladder
702	0	close zipper
703	0	turn selkis
704	0	say boo
705	0	read slip of paper
706	0	lick pet
707	0	get silver locket
708	0	attack crulley
709	0	get steel key
710	0	x couch
711	0	get bone
712	0	x tray
713	0	shut up
714	0	put spell book in zipper
715	2	jill, hold me
716	0	drop stone
717	0	put pallet on boulder
718	0	put dornberries in pot
719	0	open cell door
720	0	yes
721	0	hide under bones
722	0	search top
723	0	touch transmit stud
724	0	take slip
725	0	push piano south
726	0	wear clothes
727	0	push boulders
728	0	say yello
729	0	set fifth wheel to 3
730	0	tie rope to branch
731	0	x plate
732	0	take dodo
733	0	read diary
734	0	x papers
735	0	touch bottom
736	0	x dusty brick
737	0	give pass to reunite
738	0	get tweezers
739	0	exodus
740	0	oracle, hello
741	0	cover opening with blanket
742	0	put sketch in projector
743	0	give bread to old man
744	0	x blade
745	0	close roof
746	0	get silver
747	0	open bag
748	0	drop birdcage
749	0	examine boy
750	0	wave bean pole
751	0	put battery in panel
752	0	get pickaxe
753	0	take off jacket
754	0	pour liquid on slime
755	0	take ash
756	0	gnusto liskon
757	0	gnoeval
758	0	take 9
759	0	put butter in pot
760	0	x me
761	0	x crack
762	0	aimfiz belboz
763	0	get bricks
764	0	give money to hawker
765	0	carve my name on the memorial
766	0	examine map
767	0	get axe
768	0	open washing machine
769	0	snavig grouper
770	0	take key from zipper
771	0	read garnet scratch with glass
772	0	get teapot, mat, letter opener, matchbook and paper
773	0	x insect
774	0	take ledger
775	0	take toy
776	0	look in rowboat
777	0	fill it with water
778	0	open jewellery box
779	0	get ring
780	0	rub flower
781	0	push demeter northwest
782	0	unlock lock with lockpick
783	0	take celery
784	0	point down
785	0	drop journal and key
786	0	search ash
787	0	touch information
788	0	put pliers into thing
789	0	ask fairy godmother about horse
790	0	put glob on case
791	0	give alpha to apollonius
792	0	open guage
793	0	touch nw rune with rose
794	0	look up
795	0	turn it
796	0	remove cap
797	0	play syrinx
798	0	turn page
799	0	drop nugget
800	0	fill bowl
801	0	x boxes
802	0	read history book
803	0	put silver coin on left
804	0	get token
805	0	look into wagon
806	0	x table
807	0	turn on homing
808	0	read research paper
809	0	take scroll
810	0	take x1,x2,x7,x8
811	0	give amulet to bum
812	0	take right foot
813	0	point it at mural
814	0	get kappa
815	0	strike rod of bronze
816	0	snavig grue
817	0	put torch in golden chalice
818	0	get piece
819	0	order food
820	0	give key to alan
821	0	put ruby in red boot
822	0	get gloves and crowbar
823	0	unlock northern door with flat key
824	0	follow pig
825	0	exit
826	0	x bats
827	0	ask gnome about prinout
828	0	examine memorial
829	0	examine bridge
830	0	take whip
831	0	open crate
832	0	drop candle
833	0	open purple book
834	0	get candle
835	0	learn shazok
836	0	strike rod of infinity
837	0	untie horse
838	0	x statue
839	0	look in bottle
840	0	get hammer
841	0	read gray scroll
842	0	put medicine bottle in shaft
843	0	get pistol
844	0	roll statue ne
845	0	examine lump
846	0	take mouse
847	0	examine meteor
848	0	drink ochre potion
849	0	get c battery
850	0	give coin to bartender
851	0	open box with tool
852	0	get album
853	0	put red rod in hole
854	0	get coffin
855	0	drop door
856	0	give ticket to rimshaw
857	0	touch wood with pole
858	0	x shelves
859	0	take trunk
860	0	land
861	0	examine it
862	0	x mine
863	0	stand in line
864	0	shoot pod with bazooka
865	0	take ticket 5802
866	0	drop vial
867	0	get rods from coffin
868	0	get on couch
869	0	take sugar from pot
870	0	open orange vial
871	0	buy electromagnet
872	0	cut jacket with glass
873	0	read map
874	0	gnusto crumpled
875	0	take skink
876	0	look under floorboard
877	0	give ticket 2306 to barker
878	0	wear breeches
879	0	remove gas mask
880	0	take gloves
881	0	pull mat
882	0	take bar
883	0	go ledge
884	0	look at woods
885	0	taclor me
886	0	search grass
887	0	put wisdom in left socket
888	0	read sapphire scratch with glass
889	0	drop matchbook
890	0	wear fur
891	0	remove opener and drop it
892	0	move wardrobe
893	0	examine packet
894	0	push dusty n
895	0	plug in toaster
896	0	get bread
897	0	put bauble in case
898	0	d
899	0	inventory
900	0	look at shadow
901	0	take knife
902	0	hack terminal
903	0	note counter
904	0	stand on charles
905	0	x whiteboard
906	0	drop all but candle
907	0	talk to man
908	0	get sketch
909	0	learn throck
910	0	close slot
911	0	examine bookcase
912	0	take needle
913	2	marvin, open the hatch
914	0	drive to covent garden
915	0	drop jewelry
916	0	get clover
917	0	pour vodka in cola
918	0	put silver sphere in pot
919	0	examine dagger
920	0	give ekmek to andromeda
921	0	close outer door
922	0	jump to beanstalk
923	0	get off carpet
924	0	take envelope
925	0	get rod of returning
926	0	help midget
927	0	touch tool stud
928	0	drop emerald
929	0	give fish to grue
930	0	light candle
931	0	throw gun at herman
932	0	open wrapper
933	0	get eight of wands
934	0	shoot crulley
935	0	look at controls
936	0	put sword down
937	0	open navy-blue box
938	0	drop matchbox
939	0	light newspaper with pipe
940	0	drop shroud
941	0	x left screen
942	2	mosaic, lagach
943	0	open terminal
944	0	drop booklet
945	0	learn frotz
946	0	show spreadsheet
947	0	raise lever
948	0	learn ledak
949	0	examine body
950	0	punch out blue dot
951	0	x carvings
952	0	get orange vial
953	0	read old book
954	0	take brown rod
955	0	dig ground
956	0	move bookshelf
957	0	get blue card
958	0	remove padlock
959	0	talk to queenie
960	0	drop dino
961	0	drive to tower of london
962	0	take sticker
963	0	x counter
964	0	x label
965	0	weigh anchor
966	0	open grating
967	0	put jar in purse
968	0	examine stamps
969	0	turn reactor on
970	0	put x10 in second
971	0	attach paper to teeth
972	0	gnusto tinsot
973	0	pick cuffs with needle
974	0	wave clover
975	0	open pizza box
976	0	put it on henry's tomb
977	0	tie chain to me
978	0	get chalice
979	0	set dial to 776
980	0	oozelumny
981	0	north
982	0	enter inflow pipe
983	0	take silver coin
984	0	search ice
985	0	take gnomon
986	0	show warranty
987	0	put dagger in chest
988	0	wave crook
989	0	satchel
990	0	open panel
991	0	turn on autopilot
992	0	fill pot with water
993	0	examine thyme
994	0	push pram e
995	0	drop key
996	0	oil handcar with can
997	0	click if-archive
998	0	slide i
999	0	ask governor about key
1000	0	show ribbon to chuckles
1001	0	tie rope to handle
1002	0	fill tank
1003	0	ask k9 about sequence
1004	0	enter dory
1005	0	take rope
1006	0	read brochure
1007	0	enter roller
1008	0	get penguin
1009	0	x boot
1010	0	close pizza box
1011	0	look up trophy in history book
1012	0	take hamburger
1013	0	touch ne rune with rose
1014	0	open slab
1015	0	lock door with key
1016	0	drop passbook
1017	0	take tube and torch
1018	0	take green sphere
1019	0	put rods in socket
1020	0	get scarab
1021	0	slide lower card through slot
1022	0	take sceptre
1023	0	get sash
1024	0	starboard
1025	0	take off dress
1026	0	put timber across chute
1027	0	remove new brick with crowbar
1028	0	read business card
1029	0	x duct
1030	0	close raincoat
1031	0	remove hood
1032	0	get wrench
1033	0	get moss
1034	0	look up croseus in album
1035	0	set fourth wheel to 9
1036	0	give copy to male
1037	0	drop hoard
1038	0	close locket
1039	0	break bottle
1040	0	drop bird
1041	0	x gaping
1042	0	answer phone
1043	0	cut line with dagger
1044	0	buy bag
1045	0	drop screwdriver
1046	0	hear the dark
1047	0	put shiny in pot
1048	0	wear spectacles
1049	0	wave beads
1050	0	read pages
1051	0	kill dragon
1052	0	x wall
1053	0	pull clean hook
1054	0	put link in drawer
1055	0	hear
1056	0	put ruby cluster in knapsack
1057	0	press down button
1058	0	x electronics
1059	0	give celery to barb
1060	0	unlock west door
1061	0	get pot
1062	0	open pouch
1063	0	y
1064	0	read scriptures
1065	0	drop perfume
1066	0	insert film in film projector
1067	0	take all
1068	0	give magazine to doc
1069	0	wave wand at underwear
1070	0	put flimsy scroll in zipper
1071	0	click on more
1072	0	push button 1
1073	0	show card to librarian
1074	0	wave at crowd
1075	0	ask george about gumball
1076	0	move cover
1077	0	ask dragon about red
1078	0	examine charles
1079	0	examine icicles
1080	0	get out of bed
1081	0	undress
1082	0	tie scarf to signpost
1083	0	drop canteen and shuttle card
1084	0	take all from basket
1085	0	x flowers
1086	0	examine coin
1087	0	gnusto tossio
1088	0	x copy
1089	0	look at list
1090	0	drop calendar
1091	0	drop cap
1092	0	take packet
1093	0	put gown on hook
1094	0	get pots
1095	0	foo
1096	0	look in cabinet
1097	0	open royal-blue box
1098	0	x desks
1099	0	get rasp
1100	0	press 3
1101	0	open claws
1102	0	get out of bucket
1103	0	put ship in mounted bottle
1104	2	mural, lagach
1105	0	fill battery
1106	0	go panel
1107	0	lie in bed
1108	0	turn dial
1109	0	get glass
1110	0	turn gnomon
1111	0	take ticket
1112	0	get key, jewels and whistle
1113	0	get poe
1114	0	get toaster
1115	0	look through window
1116	0	examine bench
1117	0	search waterfall
1118	2	roustabout, get net
1119	0	take picture
1120	0	learn espnis
1121	0	x status display
1122	0	get out of cot
1123	0	cut cable
1124	0	get pack
1125	0	wake falcon with salts
1126	0	put maiden in projector
1127	0	examine cage
1128	0	close cold box
1129	0	x button
1130	0	x crane
1131	0	put it on tomb
1132	0	put ledger in pot
1133	0	x knife
1134	0	feed dog sandwich
1135	0	get bladder
1136	0	x nest
1137	0	x district attorney
1138	0	burn speck
1139	0	give fragment to green rock
1140	0	look in overalls
1141	0	break window
1142	0	climb stand
1143	0	throw it at rabbit
1144	0	drop all except 10, book
1145	0	x viewscreen
1146	0	drop them
1147	0	note stools
1148	0	gnusto espnis
1149	0	enter boat
1150	0	drop teapot, rose, candy and gold key
1151	0	light lamp
1152	0	ask him about nelson
1153	0	lift plywood cover
1154	0	take pan
1155	0	pull lever
1156	0	get violet card
1157	0	x mask
1158	0	push bunk
1159	0	get broom
1160	0	x transmit stud
1161	0	open hatch
1162	0	take plank
1163	0	paddle west
1164	0	read crumpled
1165	0	read sign
1166	0	get cutter
1167	0	drop scrawled
1168	0	drop radio
1169	0	insert oar in oarlock
1170	0	throw bottle at thing
1171	0	wear coat
1172	0	drop net
1173	0	pull branch
1174	0	x grenade
1175	0	turn it left 7
1176	0	buy ticket
1177	0	get wishbringer
1178	0	open washing machine with poker
1179	0	wear cloak
1180	0	press buy
1181	0	reach in sculpture
1182	0	buy drink
1183	0	buy box
1184	0	oil door
1185	0	buy candy from hawker
1186	0	show it to holmes
1187	0	push table n
1188	0	enter waterfall
1189	0	anoppe
1190	0	show term paper to frobar
1191	0	get flask
1192	0	drop toy
1193	0	press island
1194	0	give pork to crocodile
1195	0	examine wand
1196	0	learn egdelp
1197	0	throw brown at black
1198	0	drop anchor
1199	0	get spoon
1200	0	drop upper card
1201	0	google it
1202	0	x note
1203	0	get all from coffin
1204	0	open bin
1205	0	close tray
1206	0	put worm in fountain
1207	0	gnusto shazok
1208	0	wear flippers
1209	0	get on horse
1210	0	put branch under boulder
1211	0	examine model
1212	0	turn wireless on
1213	0	look under loudspeaker
1214	0	open oven
1215	0	clip monster
1216	0	examine hole
1217	0	take veil
1218	0	point at blue carpet
1219	0	frotz temple
1220	0	turn dial to 11
1221	0	read writing
1222	0	tossio golem
1223	0	look in crack
1224	0	talk to woman
1225	0	examine bird
1226	0	put butter in pan
1227	0	read paper
1228	0	lock it with padlock
1229	0	turn on microphone
1230	0	wear shroud
1231	0	open pacquet of paper
1232	0	take club
1233	0	hit box
1234	0	x generator access
1235	0	go to pig
1236	0	read booklet
1237	0	x keys
1238	0	show red to trent
1239	0	unwrap parcel
1240	0	lleps urbzig
1241	0	learn lleps
1242	0	tinsot water
1243	0	put hand in hive
1244	0	drop padlock
1245	0	light firewood with match
1246	0	take myrrh
1247	0	drink beer
1248	0	open notebook
1249	0	remove skis
1250	0	take paper bird
1251	0	take hand
1252	0	push filthy s
1253	0	pour wine in green goblet
1254	0	give card to alan
1255	0	learn feeyuk
1256	0	wear veil
1257	0	learn tossio
1258	0	chop ice with axe
1259	0	put it in niche
1260	0	look under table
1261	0	take vase
1262	0	drop dodo
1263	0	get orb
1264	0	open northern door
1265	0	take water
1266	0	push dusty s
1267	0	move moose
1268	0	strike it
1269	0	search guard
1270	0	show pole to gnome
1271	0	get link
1272	0	drop shawm
1273	0	open white door
1274	0	take dummy
1275	0	enter cab
1276	0	take peridots
1277	0	northeast
1278	0	examine slipper
1279	0	wait for 36 hours
1280	0	search thicket
1281	0	get oar
1282	0	throw rod
1283	0	gnusto vaxum spell
1284	0	insert capsule into reactor
1285	0	touch flower
1286	0	drop card
1287	0	examine remote control
1288	0	push green button
1289	0	x east mural
1290	0	take coin from basis
1291	0	drop scarf
1292	0	drop cardboardbox
1293	0	throw axe at cord
1294	0	gnusto rezrov spell
1295	0	press 2
1296	0	in
1297	0	drop cloth
1298	0	x chest
1299	0	put copper key on keyring
1300	0	put torch in hand
1301	0	ask dragon about jewel
1302	0	get in golden machine
1303	0	down
1304	0	dress
1305	0	get candy and gold key
1306	0	x patch
1307	0	examine headphones
1308	0	point to coconut
1309	0	examine air tank
1310	0	pull third peg
1311	0	examine wight
1312	0	burn string
1313	0	get fork
1314	0	urbzig mace
1315	0	drop mousetrap
1316	0	look in displaycase
1317	2	robot, lift cage
1318	0	enter pram
1319	0	take hairpin
1320	0	examine bottle
1321	0	drop match
1322	0	get rod
1323	0	fee
1324	0	x invite
1325	0	get matchbox
1326	0	put thumb in hole
1327	0	close panel
1328	0	take napkin
1329	0	x form
1330	0	jump onto riser
1331	0	unlock hatch with brass key
1332	0	drop skink
1333	0	wave stick
1334	0	get opal cluster
1335	0	x wallet
1336	0	push railing
1337	0	drop statuette
